i	height	delta	push_m	rock_m	push_i
9321	14279	2	4651	1	55106
9322	14282	3	4656	2	55111
9323	14282	0	4660	3	55115
9324	14282	0	4669	4	55124
9325	14283	1	4675	0	55130
9326	14286	3	4679	1	55134
9327	14289	3	4683	2	55138
9328	14291	2	4687	3	55142
9329	14291	0	4693	4	55148
9330	14292	1	4701	0	55156
9331	14294	2	4705	1	55160
9332	14296	2	4710	2	55165
9333	14298	2	4715	3	55170
9334	14298	0	4721	4	55176
9335	14299	1	4729	0	55184
9336	14302	3	4733	1	55188
9337	14304	2	4737	2	55192
9338	14306	2	4742	3	55197
9339	14308	2	4748	4	55203
9340	14309	1	4752	0	55207
9341	14312	3	4756	1	55211
9342	14312	0	4760	2	55215
9343	14316	4	4767	3	55222
9344	14316	0	4771	4	55226
9345	14316	0	4779	0	55234
9346	14318	2	4785	1	55240
9347	14320	2	4790	2	55245
9348	14321	1	4795	3	55250
9349	14321	0	4802	4	55257
9350	14322	1	4812	0	55267
9351	14324	2	4816	1	55271
9352	14326	2	4821	2	55276
9353	14330	4	4826	3	55281
9354	14332	2	4830	4	55285
9355	14333	1	4834	0	55289
9356	14336	3	4838	1	55293
9357	14339	3	4842	2	55297
9358	14341	2	4846	3	55301
9359	14341	0	4852	4	55307
9360	14341	0	4875	0	55330
9361	14341	0	4885	1	55340
9362	14344	3	4894	2	55349
9363	14344	0	4898	3	55353
9364	14344	0	4908	4	55363
9365	14345	1	4917	0	55372
9366	14348	3	4921	1	55376
9367	14348	0	4925	2	55380
9368	14350	2	4932	3	55387
9369	14352	2	4938	4	55393
9370	14353	1	4942	0	55397
9371	14356	3	4946	1	55401
9372	14359	3	4950	2	55405
9373	14361	2	4954	3	55409
9374	14363	2	4960	4	55415
9375	14364	1	4964	0	55419
9376	14367	3	4968	1	55423
9377	14370	3	4972	2	55427
9378	14372	2	4976	3	55431
9379	14374	2	4982	4	55437
9380	14375	1	4986	0	55441
9381	14377	2	4990	1	55445
9382	14379	2	4995	2	55450
9383	14383	4	5000	3	55455
9384	14383	0	5004	4	55459
9385	14384	1	5014	0	55469
9386	14386	2	5018	1	55473
9387	14389	3	5023	2	55478
9388	14389	0	5027	3	55482
9389	14389	0	5036	4	55491
9390	14390	1	5042	0	55497
9391	14393	3	5046	1	55501
9392	14396	3	5050	2	55505
9393	14400	4	5054	3	55509
9394	14400	0	5058	4	55513
9395	14401	1	5078	0	55533
9396	14401	0	5082	1	55537
9397	14404	3	5093	2	55548
9398	14404	0	5097	3	55552
9399	14404	0	5108	4	55563
9400	14405	1	5114	0	55569
9401	14408	3	5118	1	55573
9402	14410	2	5122	2	55577
9403	14412	2	5127	3	55582
9404	14412	0	5133	4	55588
9405	14413	1	5141	0	55596
9406	14416	3	5145	1	55600
9407	14419	3	5149	2	55604
9408	14419	0	5153	3	55608
9409	14419	0	5163	4	55618
9410	14420	1	5169	0	55624
9411	14423	3	5173	1	55628
9412	14426	3	5177	2	55632
9413	14428	2	5181	3	55636
9414	14430	2	5187	4	55642
9415	14431	1	5191	0	55646
9416	14434	3	5195	1	55650
9417	14436	2	5199	2	55654
9418	14438	2	5204	3	55659
9419	14438	0	5210	4	55665
9420	14439	1	5218	0	55673
9421	14441	2	5222	1	55677
9422	14442	1	5227	2	55682
9423	14444	2	5233	3	55688
9424	14444	0	5239	4	55694
9425	14445	1	5245	0	55700
9426	14448	3	5249	1	55704
9427	14451	3	5253	2	55708
9428	14453	2	5257	3	55712
9429	14455	2	5263	4	55718
9430	14455	0	5267	0	55722
9431	14458	3	5275	1	55730
9432	14460	2	5279	2	55734
9433	14462	2	5284	3	55739
9434	14464	2	5290	4	55745
9435	14465	1	5294	0	55749
9436	14468	3	5298	1	55753
9437	14471	3	5302	2	55757
9438	14473	2	5306	3	55761
9439	14473	0	5312	4	55767
9440	14474	1	5320	0	55775
9441	14474	0	5324	1	55779
9442	14477	3	5332	2	55787
9443	14477	0	5336	3	55791
9444	14479	2	5344	4	55799
9445	14480	1	5348	0	55803
9446	14483	3	5352	1	55807
9447	14486	3	5356	2	55811
9448	14490	4	5360	3	55815
9449	14490	0	5364	4	55819
9450	14491	1	5374	0	55829
9451	14494	3	5378	1	55833
9452	14494	0	5382	2	55837
9453	14496	2	5389	3	55844
9454	14496	0	5395	4	55850
9455	14497	1	5401	0	55856
9456	14500	3	5405	1	55860
9457	14502	2	5409	2	55864
9458	14502	0	5414	3	55869
9459	14502	0	5434	4	55889
9460	14503	1	5444	0	55899
9461	14506	3	5448	1	55903
9462	14506	0	5452	2	55907
9463	14509	3	5459	3	55914
9464	14509	0	5464	4	55919
9465	14510	1	5477	0	55932
9466	14510	0	5481	1	55936
9467	14513	3	5490	2	55945
9468	14515	2	5494	3	55949
9469	14517	2	5500	4	55955
9470	14518	1	5504	0	55959
9471	14520	2	5508	1	55963
9472	14522	2	5513	2	55968
9473	14522	0	5518	3	55973
9474	14524	2	5534	4	55989
9475	14524	0	5538	0	55993
9476	14527	3	5546	1	56001
9477	14529	2	5550	2	56005
9478	14529	0	5555	3	56010
9479	14529	0	5567	4	56022
9480	14530	1	5575	0	56030
9481	14532	2	5579	1	56034
9482	14535	3	5584	2	56039
9483	14535	0	5588	3	56043
9484	14535	0	5597	4	56052
9485	14536	1	5603	0	56058
9486	14538	2	5607	1	56062
9487	14540	2	5612	2	56067
9488	14540	0	5617	3	56072
9489	14542	2	5625	4	56080
9490	14542	0	5629	0	56084
9491	14544	2	5635	1	56090
9492	14546	2	5640	2	56095
9493	14548	2	5645	3	56100
9494	14548	0	5651	4	56106
9495	14549	1	5659	0	56114
9496	14549	0	5663	1	56118
9497	14552	3	5670	2	56125
9498	14552	0	5674	3	56129
9499	14552	0	5688	4	56143
9500	14553	1	5694	0	56149
9501	14555	2	5698	1	56153
9502	14556	1	5703	2	56158
9503	14558	2	5709	3	56164
9504	14558	0	5715	4	56170
9505	14559	1	5723	0	56178
9506	14561	2	5727	1	56182
9507	14562	1	5732	2	56187
9508	14565	3	5738	3	56193
9509	14565	0	5743	4	56198
9510	14565	0	5752	0	56207
9511	14566	1	5759	1	56214
9512	14569	3	5765	2	56220
9513	14569	0	5769	3	56224
9514	14569	0	5782	4	56237
9515	14570	1	5788	0	56243
9516	14573	3	5792	1	56247
9517	14576	3	5796	2	56251
9518	14580	4	5800	3	56255
9519	14580	0	5804	4	56259
9520	14580	0	5823	0	56278
9521	14580	0	5833	1	56288
9522	14583	3	5842	2	56297
9523	14583	0	5846	3	56301
9524	14583	0	5858	4	56313
9525	14583	0	5867	0	56322
9526	14585	2	5873	1	56328
9527	14588	3	5878	2	56333
9528	14588	0	5882	3	56337
9529	14590	2	5890	4	56345
9530	14591	1	5894	0	56349
9531	14594	3	5898	1	56353
9532	14596	2	5902	2	56357
9533	14598	2	5907	3	56362
9534	14598	0	5913	4	56368
9535	14598	0	5922	0	56377
9536	14600	2	5928	1	56383
9537	14603	3	5933	2	56388
9538	14603	0	5937	3	56392
9539	14603	0	5947	4	56402
9540	14604	1	5953	0	56408
9541	14607	3	5957	1	56412
9542	14609	2	5961	2	56416
9543	14610	1	5966	3	56421
9544	14612	2	5973	4	56428
9545	14613	1	5977	0	56432
9546	14616	3	5981	1	56436
9547	14619	3	5985	2	56440
9548	14621	2	5989	3	56444
9549	14621	0	5995	4	56450
9550	14622	1	6007	0	56462
9551	14622	0	6011	1	56466
9552	14625	3	6019	2	56474
9553	14625	0	6023	3	56478
9554	14625	0	6045	4	56500
9555	14626	1	6052	0	56507
9556	14629	3	6056	1	56511
9557	14632	3	6060	2	56515
9558	14634	2	6064	3	56519
9559	14636	2	6070	4	56525
9560	14636	0	6074	0	56529
9561	14638	2	6082	1	56537
9562	14640	2	6087	2	56542
9563	14640	0	6092	3	56547
9564	14642	2	6100	4	56555
9565	14642	0	6104	0	56559
9566	14645	3	6112	1	56567
9567	14647	2	6116	2	56571
9568	14649	2	6121	3	56576
9569	14649	0	6127	4	56582
9570	14650	1	6135	0	56590
9571	14653	3	6139	1	56594
9572	14653	0	6143	2	56598
9573	14655	2	6150	3	56605
9574	14655	0	6156	4	56611
9575	14656	1	6176	0	56631
9576	14659	3	6180	1	56635
9577	14662	3	6184	2	56639
9578	14664	2	6188	3	56643
9579	14664	0	6194	4	56649
9580	14665	1	6200	0	56655
9581	14668	3	6204	1	56659
9582	14671	3	6208	2	56663
9583	14673	2	6212	3	56667
9584	14673	0	6218	4	56673
9585	14674	1	6224	0	56679
9586	14677	3	6228	1	56683
9587	14679	2	6232	2	56687
9588	14683	4	6237	3	56692
9589	14685	2	6241	4	56696
9590	14686	1	6245	0	56700
9591	14687	1	6249	1	56704
9592	14689	2	6255	2	56710
9593	14690	1	6260	3	56715
9594	14690	0	6267	4	56722
9595	14691	1	6274	0	56729
9596	14694	3	6278	1	56733
9597	14697	3	6282	2	56737
9598	14699	2	6286	3	56741
9599	14699	0	6292	4	56747
9600	14700	1	6298	0	56753
9601	14703	3	6302	1	56757
9602	14706	3	6306	2	56761
9603	14706	0	6310	3	56765
9604	14706	0	6327	4	56782
9605	14707	1	6338	0	56793
9606	14709	2	6342	1	56797
9607	14712	3	6347	2	56802
9608	14712	0	6351	3	56806
9609	14714	2	6360	4	56815
9610	14715	1	6364	0	56819
9611	14718	3	6368	1	56823
9612	14718	0	6372	2	56827
9613	14722	4	6379	3	56834
9614	14722	0	6383	4	56838
9615	14723	1	6391	0	56846
9616	14726	3	6395	1	56850
9617	14729	3	6399	2	56854
9618	14729	0	6403	3	56858
9619	14729	0	6413	4	56868
9620	14730	1	6419	0	56874
9621	14733	3	6423	1	56878
9622	14735	2	6427	2	56882
9623	14735	0	6432	3	56887
9624	14736	1	6441	4	56896
9625	14737	1	6446	0	56901
9626	14740	3	6450	1	56905
9627	14742	2	6454	2	56909
9628	14743	1	6459	3	56914
9629	14744	1	6466	4	56921
9630	14745	1	6471	0	56926
9631	14747	2	6475	1	56930
9632	14750	3	6480	2	56935
9633	14752	2	6484	3	56939
9634	14752	0	6490	4	56945
9635	14753	1	6501	0	56956
9636	14756	3	6505	1	56960
9637	14759	3	6509	2	56964
9638	14761	2	6513	3	56968
9639	14763	2	6519	4	56974
9640	14764	1	6523	0	56978
9641	14767	3	6527	1	56982
9642	14767	0	6531	2	56986
9643	14768	1	6538	3	56993
9644	14769	1	6545	4	57000
9645	14769	0	6550	0	57005
9646	14772	3	6555	1	57010
9647	14774	2	6559	2	57014
9648	14774	0	6564	3	57019
9649	14774	0	6573	4	57028
9650	14775	1	6579	0	57034
9651	14778	3	6583	1	57038
9652	14781	3	6587	2	57042
9653	14783	2	6591	3	57046
9654	14783	0	6597	4	57052
9655	14784	1	6603	0	57058
9656	14787	3	6607	1	57062
9657	14790	3	6611	2	57066
9658	14792	2	6615	3	57070
9659	14792	0	6621	4	57076
9660	14793	1	6640	0	57095
9661	14796	3	6644	1	57099
9662	14799	3	6648	2	57103
9663	14803	4	6652	3	57107
9664	14803	0	6656	4	57111
9665	14803	0	6666	0	57121
9666	14803	0	6674	1	57129
9667	14806	3	6681	2	57136
9668	14808	2	6685	3	57140
9669	14808	0	6691	4	57146
9670	14809	1	6697	0	57152
9671	14812	3	6701	1	57156
9672	14812	0	6705	2	57160
9673	14816	4	6712	3	57167
9674	14818	2	6716	4	57171
9675	14819	1	6720	0	57175
9676	14822	3	6724	1	57179
9677	14824	2	6728	2	57183
9678	14825	1	6733	3	57188
9679	14825	0	6740	4	57195
9680	14826	1	6747	0	57202
9681	14829	3	6751	1	57206
9682	14832	3	6755	2	57210
9683	14832	0	6759	3	57214
9684	14832	0	6784	4	57239
9685	14833	1	6805	0	57260
9686	14835	2	6809	1	57264
9687	14838	3	6814	2	57269
9688	14838	0	6818	3	57273
9689	14840	2	6827	4	57282
9690	14841	1	6831	0	57286
9691	14843	2	6835	1	57290
9692	14844	1	6840	2	57295
9693	14846	2	6846	3	57301
9694	14846	0	6852	4	57307
9695	14847	1	6858	0	57313
9696	14850	3	6862	1	57317
9697	14853	3	6866	2	57321
9698	14853	0	6870	3	57325
9699	14853	0	6880	4	57335
9700	14854	1	6886	0	57341
9701	14857	3	6890	1	57345
9702	14860	3	6894	2	57349
9703	14862	2	6898	3	57353
9704	14864	2	6904	4	57359
9705	14865	1	6908	0	57363
9706	14867	2	6912	1	57367
9707	14870	3	6917	2	57372
9708	14870	0	6921	3	57376
9709	14870	0	6930	4	57385
9710	14870	0	6939	0	57394
9711	14873	3	6944	1	57399
9712	14875	2	6948	2	57403
9713	14879	4	6953	3	57408
9714	14879	0	6957	4	57412
9715	14880	1	6967	0	57422
9716	14883	3	6971	1	57426
9717	14885	2	6975	2	57430
9718	14886	1	6980	3	57435
9719	14887	1	6987	4	57442
9720	14887	0	6992	0	57447
9721	14890	3	6997	1	57452
9722	14892	2	7001	2	57456
9723	14894	2	7006	3	57461
9724	14894	0	7012	4	57467
9725	14895	1	7018	0	57473
9726	14896	1	7022	1	57477
9727	14898	2	7028	2	57483
9728	14899	1	7033	3	57488
9729	14899	0	7040	4	57495
9730	14899	0	7047	0	57502
9731	14901	2	7052	1	57507
9732	14903	2	7057	2	57512
9733	14907	4	7062	3	57517
9734	14907	0	7066	4	57521
9735	14908	1	7076	0	57531
9736	14911	3	7080	1	57535
9737	14914	3	7084	2	57539
9738	14914	0	7088	3	57543
9739	14914	0	7103	4	57558
9740	14915	1	7109	0	57564
9741	14918	3	7113	1	57568
9742	14918	0	7117	2	57572
9743	14921	3	7124	3	57579
9744	14921	0	7129	4	57584
9745	14921	0	7136	0	57591
9746	14923	2	7143	1	57598
9747	14925	2	7148	2	57603
9748	14926	1	7153	3	57608
9749	14927	1	7160	4	57615
9750	14928	1	7165	0	57620
9751	14931	3	7169	1	57624
9752	14934	3	7173	2	57628
9753	14936	2	7177	3	57632
9754	14936	0	7183	4	57638
9755	14937	1	7195	0	57650
9756	14937	0	7199	1	57654
9757	14940	3	7206	2	57661
9758	14941	1	7210	3	57665
9759	14943	2	7217	4	57672
9760	14944	1	7221	0	57676
9761	14946	2	7225	1	57680
9762	14947	1	7230	2	57685
9763	14949	2	7236	3	57691
9764	14949	0	7242	4	57697
9765	14950	1	7249	0	57704
9766	14953	3	7253	1	57708
9767	14956	3	7257	2	57712
9768	14956	0	7261	3	57716
9769	14958	2	7269	4	57724
9770	14959	1	7273	0	57728
9771	14962	3	7277	1	57732
9772	14962	0	7281	2	57736
9773	14964	2	7288	3	57743
9774	14964	0	7294	4	57749
9775	14965	1	7300	0	57755
9776	14968	3	7304	1	57759
9777	14970	2	7308	2	57763
9778	14972	2	7313	3	57768
9779	14972	0	7319	4	57774
9780	14973	1	7328	0	57783
9781	14976	3	7332	1	57787
9782	14979	3	7336	2	57791
9783	14979	0	7340	3	57795
9784	14979	0	7355	4	57810
9785	14979	0	7365	0	57820
9786	14979	0	7373	1	57828
9787	14982	3	7380	2	57835
9788	14982	0	7384	3	57839
9789	14983	1	7393	4	57848
9790	14984	1	7398	0	57853
9791	14987	3	7402	1	57857
9792	14989	2	7406	2	57861
9793	14991	2	7411	3	57866
9794	14991	0	7417	4	57872
9795	14992	1	7423	0	57878
9796	14995	3	7427	1	57882
9797	14995	0	7431	2	57886
9798	14998	3	7438	3	57893
9799	15000	2	7443	4	57898
9800	15001	1	7447	0	57902
9801	15004	3	7451	1	57906
9802	15007	3	7455	2	57910
9803	15011	4	7459	3	57914
9804	15013	2	7463	4	57918
9805	15014	1	7467	0	57922
9806	15017	3	7471	1	57926
9807	15020	3	7475	2	57930
9808	15022	2	7479	3	57934
9809	15024	2	7485	4	57940
9810	15025	1	7489	0	57944
9811	15025	0	7493	1	57948
9812	15028	3	7502	2	57957
9813	15030	2	7506	3	57961
9814	15030	0	7512	4	57967
9815	15031	1	7518	0	57973
9816	15034	3	7522	1	57977
9817	15036	2	7526	2	57981
9818	15036	0	7531	3	57986
9819	15036	0	7546	4	58001
9820	15037	1	7552	0	58007
9821	15039	2	7556	1	58011
9822	15042	3	7561	2	58016
9823	15046	4	7565	3	58020
9824	15048	2	7569	4	58024
9825	15049	1	7573	0	58028
9826	15052	3	7577	1	58032
9827	15052	0	7581	2	58036
9828	15056	4	7588	3	58043
9829	15056	0	7592	4	58047
9830	15057	1	7602	0	58057
9831	15060	3	7606	1	58061
9832	15063	3	7610	2	58065
9833	15065	2	7614	3	58069
9834	15065	0	7620	4	58075
9835	15065	0	7632	0	58087
9836	15067	2	7642	1	58097
9837	15069	2	7647	2	58102
9838	15073	4	7652	3	58107
9839	15073	0	7656	4	58111
9840	15074	1	7666	0	58121
9841	15077	3	7670	1	58125
9842	15080	3	7674	2	58129
9843	15080	0	7678	3	58133
9844	15080	0	7688	4	58143
9845	15081	1	7694	0	58149
9846	15084	3	7698	1	58153
9847	15086	2	7702	2	58157
9848	15088	2	7707	3	58162
9849	15088	0	7713	4	58168
9850	15088	0	7721	0	58176
9851	15090	2	7727	1	58182
9852	15091	1	7732	2	58187
9853	15093	2	7738	3	58193
9854	15095	2	7744	4	58199
9855	15095	0	7748	0	58203
9856	15098	3	7756	1	58211
9857	15100	2	7760	2	58215
9858	15104	4	7765	3	58220
9859	15104	0	7769	4	58224
9860	15105	1	7785	0	58240
9861	15108	3	7789	1	58244
9862	15110	2	7793	2	58248
9863	15114	4	7798	3	58253
9864	15116	2	7802	4	58257
9865	15117	1	7806	0	58261
9866	15120	3	7810	1	58265
9867	15123	3	7814	2	58269
9868	15125	2	7818	3	58273
9869	15125	0	7824	4	58279
9870	15126	1	7845	0	58300
9871	15128	2	7849	1	58304
9872	15129	1	7854	2	58309
9873	15133	4	7860	3	58315
9874	15133	0	7864	4	58319
9875	15133	0	7873	0	58328
9876	15136	3	7880	1	58335
9877	15139	3	7884	2	58339
9878	15141	2	7888	3	58343
9879	15141	0	7894	4	58349
9880	15142	1	7900	0	58355
9881	15145	3	7904	1	58359
9882	15148	3	7908	2	58363
9883	15152	4	7912	3	58367
9884	15152	0	7916	4	58371
9885	15153	1	7926	0	58381
9886	15155	2	7930	1	58385
9887	15157	2	7935	2	58390
9888	15161	4	7940	3	58395
9889	15161	0	7944	4	58399
9890	15161	0	7956	0	58411
9891	15161	0	7966	1	58421
9892	15164	3	7975	2	58430
9893	15164	0	7979	3	58434
9894	15164	0	7991	4	58446
9895	15165	1	8000	0	58455
9896	15165	0	8004	1	58459
9897	15167	2	8012	2	58467
9898	15169	2	8017	3	58472
9899	15169	0	8023	4	58478
9900	15170	1	8031	0	58486
9901	15173	3	8035	1	58490
9902	15176	3	8039	2	58494
9903	15176	0	8043	3	58498
9904	15176	0	8051	4	58506
9905	15177	1	8061	0	58516
9906	15180	3	8065	1	58520
9907	15180	0	8069	2	58524
9908	15184	4	8076	3	58531
9909	15184	0	8080	4	58535
9910	15185	1	8089	0	58544
9911	15188	3	8093	1	58548
9912	15191	3	8097	2	58552
9913	15191	0	8101	3	58556
9914	15193	2	8117	4	58572
9915	15194	1	8121	0	58576
9916	15197	3	8125	1	58580
9917	15197	0	8129	2	58584
9918	15201	4	8136	3	58591
9919	15201	0	8140	4	58595
9920	15201	0	8148	0	58603
9921	15203	2	8154	1	58609
9922	15206	3	8159	2	58614
9923	15208	2	8163	3	58618
9924	15208	0	8169	4	58624
9925	15209	1	8179	0	58634
9926	15211	2	8183	1	58638
9927	15212	1	8188	2	58643
9928	15216	4	8194	3	58649
9929	15216	0	8198	4	58653
9930	15216	0	8208	0	58663
9931	15219	3	8217	1	58672
9932	15221	2	8221	2	58676
9933	15223	2	8226	3	58681
9934	15223	0	8232	4	58687
9935	15223	0	8240	0	58695
9936	15225	2	8246	1	58701
9937	15227	2	8251	2	58706
9938	15227	0	8256	3	58711
9939	15227	0	8265	4	58720
9940	15228	1	8271	0	58726
9941	15230	2	8275	1	58730
9942	15233	3	8280	2	58735
9943	15233	0	8284	3	58739
9944	15233	0	8292	4	58747
9945	15234	1	8301	0	58756
9946	15237	3	8305	1	58760
9947	15239	2	8309	2	58764
9948	15239	0	8314	3	58769
9949	15239	0	8327	4	58782
9950	15239	0	8333	0	58788
9951	15241	2	8339	1	58794
9952	15242	1	8344	2	58799
9953	15244	2	8350	3	58805
9954	15244	0	8356	4	58811
9955	15245	1	8363	0	58818
9956	15248	3	8367	1	58822
9957	15251	3	8371	2	58826
9958	15251	0	8375	3	58830
9959	15251	0	8383	4	58838
9960	15252	1	8398	0	58853
9961	15255	3	8402	1	58857
9962	15255	0	8406	2	58861
9963	15258	3	8413	3	58868
9964	15258	0	8418	4	58873
9965	15258	0	8425	0	58880
9966	15261	3	8430	1	58885
9967	15263	2	8434	2	58889
9968	15263	0	8439	3	58894
9969	15263	0	8448	4	58903
9970	15264	1	8454	0	58909
9971	15266	2	8458	1	58913
9972	15268	2	8463	2	58918
9973	15269	1	8468	3	58923
9974	15270	1	8475	4	58930
9975	15271	1	8480	0	58935
9976	15274	3	8484	1	58939
9977	15274	0	8488	2	58943
9978	15276	2	8495	3	58950
9979	15278	2	8501	4	58956
9980	15278	0	8505	0	58960
9981	15278	0	8513	1	58968
9982	15281	3	8520	2	58975
9983	15285	4	8524	3	58979
9984	15287	2	8528	4	58983
9985	15288	1	8532	0	58987
9986	15290	2	8536	1	58991
9987	15293	3	8541	2	58996
9988	15293	0	8545	3	59000
9989	15293	0	8563	4	59018
9990	15293	0	8572	0	59027
9991	15295	2	8578	1	59033
9992	15298	3	8583	2	59038
9993	15298	0	8587	3	59042
9994	15300	2	8599	4	59054
9995	15301	1	8603	0	59058
9996	15304	3	8607	1	59062
9997	15307	3	8611	2	59066
9998	15307	0	8615	3	59070
9999	15307	0	8625	4	59080
10000	15308	1	8631	0	59086
10001	15311	3	8635	1	59090
10002	15314	3	8639	2	59094
10003	15318	4	8643	3	59098
10004	15318	0	8647	4	59102
10005	15319	1	8657	0	59112
10006	15322	3	8661	1	59116
10007	15324	2	8665	2	59120
10008	15324	0	8670	3	59125
10009	15325	1	8679	4	59134
10010	15326	1	8684	0	59139
10011	15328	2	8688	1	59143
10012	15331	3	8693	2	59148
10013	15331	0	8697	3	59152
10014	15332	1	8706	4	59161
10015	15333	1	8711	0	59166
10016	15336	3	8715	1	59170
10017	15338	2	8719	2	59174
10018	15342	4	8724	3	59179
10019	15342	0	8728	4	59183
10020	15343	1	8743	0	59198
10021	15346	3	8747	1	59202
10022	15349	3	8751	2	59206
10023	15353	4	8755	3	59210
10024	15353	0	8759	4	59214
10025	15354	1	8773	0	59228
10026	15357	3	8777	1	59232
10027	15360	3	8781	2	59236
10028	15360	0	8785	3	59240
10029	15360	0	8802	4	59257
10030	15361	1	8808	0	59263
10031	15364	3	8812	1	59267
10032	15364	0	8816	2	59271
10033	15368	4	8823	3	59278
10034	15370	2	8827	4	59282
10035	15371	1	8831	0	59286
10036	15374	3	8835	1	59290
10037	15377	3	8839	2	59294
10038	15377	0	8843	3	59298
10039	15377	0	8862	4	59317
10040	15377	0	8877	0	59332
10041	15379	2	8883	1	59338
10042	15380	1	8888	2	59343
10043	15382	2	8894	3	59349
10044	15382	0	8900	4	59355
10045	15383	1	8908	0	59363
10046	15386	3	8912	1	59367
10047	15386	0	8916	2	59371
10048	15388	2	8923	3	59378
10049	15388	0	8929	4	59384
10050	15388	0	8937	0	59392
10051	15390	2	8943	1	59398
10052	15392	2	8948	2	59403
10053	15394	2	8953	3	59408
10054	15396	2	8959	4	59414
10055	15396	0	8963	0	59418
10056	15398	2	8971	1	59426
10057	15398	0	8976	2	59431
10058	15402	4	8985	3	59440
10059	15404	2	8989	4	59444
10060	15405	1	8993	0	59448
10061	15408	3	8997	1	59452
10062	15411	3	9001	2	59456
10063	15411	0	9005	3	59460
10064	15411	0	9015	4	59470
10065	15412	1	9021	0	59476
10066	15415	3	9025	1	59480
10067	15418	3	9029	2	59484
10068	15420	2	9033	3	59488
10069	15422	2	9039	4	59494
10070	15423	1	9043	0	59498
10071	15426	3	9047	1	59502
10072	15429	3	9051	2	59506
10073	15429	0	9055	3	59510
10074	15429	0	9072	4	59527
10075	15429	0	9082	0	59537
10076	15431	2	9088	1	59543
10077	15433	2	9093	2	59548
10078	15435	2	9098	3	59553
10079	15435	0	9104	4	59559
10080	15436	1	9112	0	59567
10081	15439	3	9116	1	59571
10082	15441	2	9120	2	59575
10083	15443	2	9125	3	59580
10084	15443	0	9131	4	59586
10085	15444	1	9137	0	59592
10086	15447	3	9141	1	59596
10087	15449	2	9145	2	59600
10088	15449	0	9150	3	59605
10089	15449	0	9160	4	59615
10090	15450	1	9166	0	59621
10091	15453	3	9170	1	59625
10092	15453	0	9174	2	59629
10093	15455	2	9181	3	59636
10094	15457	2	9187	4	59642
10095	15458	1	9191	0	59646
10096	15460	2	9195	1	59650
10097	15462	2	9200	2	59655
10098	15466	4	9205	3	59660
10099	15466	0	9209	4	59664
10100	15467	1	9219	0	59674
10101	15469	2	9223	1	59678
10102	15471	2	9228	2	59683
10103	15471	0	9233	3	59688
10104	15471	0	9246	4	59701
10105	15472	1	9254	0	59709
10106	15474	2	9258	1	59713
10107	15477	3	9263	2	59718
10108	15477	0	9267	3	59722
10109	15479	2	9276	4	59731
10110	15480	1	9280	0	59735
10111	15483	3	9284	1	59739
10112	15486	3	9288	2	59743
10113	15486	0	9292	3	59747
10114	15486	0	9307	4	59762
10115	15487	1	9318	0	59773
10116	15490	3	9322	1	59777
10117	15492	2	9326	2	59781
10118	15492	0	9331	3	59786
10119	15492	0	9340	4	59795
10120	15493	1	9346	0	59801
10121	15496	3	9350	1	59805
10122	15496	0	9354	2	59809
10123	15499	3	9361	3	59816
10124	15499	0	9366	4	59821
10125	15500	1	9373	0	59828
10126	15503	3	9377	1	59832
10127	15505	2	9381	2	59836
10128	15507	2	9386	3	59841
10129	15507	0	9392	4	59847
10130	15508	1	9400	0	59855
10131	15510	2	9404	1	59859
10132	15511	1	9409	2	59864
10133	15514	3	9415	3	59870
10134	15514	0	9420	4	59875
10135	15514	0	9427	0	59882
10136	15517	3	9432	1	59887
10137	15519	2	9436	2	59891
10138	15521	2	9441	3	59896
10139	15523	2	9447	4	59902
10140	15524	1	9451	0	59906
10141	15527	3	9455	1	59910
10142	15530	3	9459	2	59914
10143	15530	0	9463	3	59918
10144	15530	0	9481	4	59936
10145	15531	1	9491	0	59946
10146	15534	3	9495	1	59950
10147	15537	3	9499	2	59954
10148	15537	0	9503	3	59958
10149	15537	0	9518	4	59973
10150	15538	1	9524	0	59979
10151	15541	3	9528	1	59983
10152	15543	2	9532	2	59987
10153	15545	2	9537	3	59992
10154	15545	0	9543	4	59998
10155	15546	1	9551	0	60006
10156	15549	3	9555	1	60010
10157	15552	3	9559	2	60014
10158	15554	2	9563	3	60018
10159	15556	2	9569	4	60024
10160	15557	1	9573	0	60028
10161	15560	3	9577	1	60032
10162	15563	3	9581	2	60036
10163	15565	2	9585	3	60040
10164	15567	2	9591	4	60046
10165	15568	1	9595	0	60050
10166	15569	1	9599	1	60054
10167	15571	2	9605	2	60060
10168	15573	2	9610	3	60065
10169	15573	0	9616	4	60071
10170	15573	0	9625	0	60080
10171	15575	2	9632	1	60087
10172	15575	0	9637	2	60092
10173	15576	1	9645	3	60100
10174	15576	0	9652	4	60107
10175	15577	1	9658	0	60113
10176	15579	2	9662	1	60117
10177	15582	3	9667	2	60122
10178	15584	2	9671	3	60126
10179	15584	0	9677	4	60132
10180	15585	1	9688	0	60143
10181	15588	3	9692	1	60147
10182	15590	2	9696	2	60151
10183	15592	2	9701	3	60156
10184	15594	2	9707	4	60162
10185	15595	1	9711	0	60166
10186	15598	3	9715	1	60170
10187	15601	3	9719	2	60174
10188	15601	0	9723	3	60178
10189	15601	0	9740	4	60195
10190	15602	1	9750	0	60205
10191	15602	0	9754	1	60209
10192	15605	3	9761	2	60216
10193	15609	4	9765	3	60220
